period,segment_code,segment_name_en,lineage_group,metric,value,scope,unit,source
2024Q4,Memory,Memory,Semiconductor,revenue,23.0,segment,조원,IR_PDF
2024Q4,SDC,Samsung Display,Display,op_profit,0.9,segment,조원,IR_PDF
2024Q4,SDC,Samsung Display,Display,revenue,8.1,segment,조원,IR_PDF
2024Q4,Total,Total,Total,op_profit,6.5,segment,조원,IR_PDF
2024Q4,Total,Total,Total,revenue,75.8,segment,조원,IR_PDF
2024Q4,VD,Visual Display,Consumer&Mobile,revenue,8.6,segment,조원,IR_PDF
2024Q4,VD_DA,VD & DA,Consumer&Mobile,op_profit,0.2,segment,조원,IR_PDF
2024Q4,VD_DA,VD & DA,Consumer&Mobile,revenue,14.4,segment,조원,IR_PDF
2025Q1,DS,Device Solutions,Semiconductor,op_profit,1.1,segment,조원,IR_PDF
2025Q1,DS,Device Solutions,Semiconductor,revenue,25.1,segment,조원,IR_PDF
2025Q1,DX,Device eXperience,Consumer&Mobile,op_profit,4.7,segment,조원,IR_PDF
2025Q1,DX,Device eXperience,Consumer&Mobile,revenue,51.7,segment,조원,IR_PDF
2025Q1,Harman,Harman,Harman,op_profit,0.3,segment,조원,IR_PDF
2025Q1,Harman,Harman,Harman,revenue,3.4,segment,조원,IR_PDF
2025Q1,MX,Mobile eXperience,Consumer&Mobile,revenue,36.2,segment,조원,IR_PDF
2025Q1,MX_NW,MX & Network,Consumer&Mobile,op_profit,4.3,segment,조원,IR_PDF
2025Q1,MX_NW,MX & Network,Consumer&Mobile,revenue,37.0,segment,조원,IR_PDF
2025Q1,Memory,Memory,Semiconductor,revenue,19.1,segment,조원,IR_PDF
2025Q1,SDC,Samsung Display,Display,op_profit,0.5,segment,조원,IR_PDF
2025Q1,SDC,Samsung Display,Display,revenue,5.9,segment,조원,IR_PDF
2025Q1,Total,Total,Total,op_profit,6.7,segment,조원,IR_PDF
2025Q1,Total,Total,Total,revenue,79.1,segment,조원,IR_PDF
2025Q1,VD,Visual Display,Consumer&Mobile,revenue,7.8,segment,조원,IR_PDF
2025Q1,VD_DA,VD & DA,Consumer&Mobile,op_profit,0.3,segment,조원,IR_PDF
2025Q1,VD_DA,VD & DA,Consumer&Mobile,revenue,14.5,segment,조원,IR_PDF
2025Q2,DS,Device Solutions,Semiconductor,op_profit,0.4,segment,조원,IR_PDF
2025Q2,DS,Device Solutions,Semiconductor,revenue,27.9,segment,조원,IR_PDF
2025Q2,DX,Device eXperience,Consumer&Mobile,op_profit,3.3,segment,조원,IR_PDF
2025Q2,DX,Device eXperience,Consumer&Mobile,revenue,43.6,segment,조원,IR_PDF
2025Q2,Harman,Harman,Harman,op_profit,0.5,segment,조원,IR_PDF
2025Q2,Harman,Harman,Harman,revenue,3.8,segment,조원,IR_PDF
2025Q2,MX,Mobile eXperience,Consumer&Mobile,revenue,28.5,segment,조원,IR_PDF
2025Q2,MX_NW,MX & Network,Consumer&Mobile,op_profit,3.1,segment,조원,IR_PDF
2025Q2,MX_NW,MX & Network,Consumer&Mobile,revenue,29.2,segment,조원,IR_PDF
2025Q2,Memory,Memory,Semiconductor,revenue,21.2,segment,조원,IR_PDF
2025Q2,SDC,Samsung Display,Display,op_profit,0.5,segment,조원,IR_PDF
2025Q2,SDC,Samsung Display,Display,revenue,6.4,segment,조원,IR_PDF
2025Q2,Total,Total,Total,op_profit,4.7,segment,조원,IR_PDF
2025Q2,Total,Total,Total,revenue,74.6,segment,조원,IR_PDF
2025Q2,VD,Visual Display,Consumer&Mobile,revenue,7.0,segment,조원,IR_PDF
2025Q2,VD_DA,VD & DA,Consumer&Mobile,op_profit,0.2,segment,조원,IR_PDF
2025Q2,VD_DA,VD & DA,Consumer&Mobile,revenue,14.1,segment,조원,IR_PDF
