품목명,품목코드,metric,value,yyyymm,year,month,date,quarter
산업용 도자기,14030,출하지수201912,89.7,201912,2019,12,2019-12-01,2019Q4
내화 요업제품,14040,출하지수201912,92.8,201912,2019,12,2019-12-01,2019Q4
석회,14050,출하지수201912,97.1,201912,2019,12,2019-12-01,2019Q4
기타 비금속광물제품,14090,출하지수201912,118.7,201912,2019,12,2019-12-01,2019Q4
1차 금속제품,15000,출하지수201912,92.8,201912,2019,12,2019-12-01,2019Q4
합금철,15010,출하지수201912,83.8,201912,2019,12,2019-12-01,2019Q4
철강압연.압출 및 연신제품,15020,출하지수201912,84.8,201912,2019,12,2019-12-01,2019Q4
철강관,15030,출하지수201912,105.9,201912,2019,12,2019-12-01,2019Q4
"비철금속 제련, 정련 및 합금",15040,출하지수201912,102.1,201912,2019,12,2019-12-01,2019Q4
"비철금속압연, 압출 및 연신제품",15050,출하지수201912,98.6,201912,2019,12,2019-12-01,2019Q4
기타 1차 비철금속,15060,출하지수201912,79.2,201912,2019,12,2019-12-01,2019Q4
비철금속 주조업,15070,출하지수201912,88.6,201912,2019,12,2019-12-01,2019Q4
"도금, 착색 및 기타 표면처리강재",15090,출하지수201912,93.8,201912,2019,12,2019-12-01,2019Q4
부품,20000,출하지수201912,134.0,201912,2019,12,2019-12-01,2019Q4
금속가공제품,21000,출하지수201912,95.2,201912,2019,12,2019-12-01,2019Q4
"금속탱크, 저장조 및 유사용기",21010,출하지수201912,122.7,201912,2019,12,2019-12-01,2019Q4
핵반응기 및 증기발생기부품,21020,출하지수201912,73.0,201912,2019,12,2019-12-01,2019Q4
무기 및 총포탄 부품,21030,출하지수201912,97.1,201912,2019,12,2019-12-01,2019Q4
"금속 단조, 압형 및 분말야금 제품",21040,출하지수201912,103.1,201912,2019,12,2019-12-01,2019Q4
"금속열처리업, 도금 및 기타 처리업",21050,출하지수201912,82.6,201912,2019,12,2019-12-01,2019Q4
톱 및 호환성공구,21060,출하지수201912,102.1,201912,2019,12,2019-12-01,2019Q4
금속파스너 및 스프링,21070,출하지수201912,87.9,201912,2019,12,2019-12-01,2019Q4
기타 금속제 부품,21090,출하지수201912,102.2,201912,2019,12,2019-12-01,2019Q4
일반기계부품,22000,출하지수201912,128.8,201912,2019,12,2019-12-01,2019Q4
내연기관 및 터빈,22010,출하지수201912,119.9,201912,2019,12,2019-12-01,2019Q4
유압기기,22020,출하지수201912,137.1,201912,2019,12,2019-12-01,2019Q4
펌프 및 압축기 제조업,22030,출하지수201912,133.5,201912,2019,12,2019-12-01,2019Q4
"베어링, 기어 및 동력전달장치",22040,출하지수201912,108.8,201912,2019,12,2019-12-01,2019Q4
산업용오븐 및 노용부품,22050,출하지수201912,114.0,201912,2019,12,2019-12-01,2019Q4
운반하역기계부품,22060,출하지수201912,109.8,201912,2019,12,2019-12-01,2019Q4
냉동공조기계부품,22070,출하지수201912,123.2,201912,2019,12,2019-12-01,2019Q4
사무용 기계 및 장비,22080,출하지수201912,120.9,201912,2019,12,2019-12-01,2019Q4
기타 일반목적용 기계부품,22090,출하지수201912,102.1,201912,2019,12,2019-12-01,2019Q4
농업 및 임업용 기계,22100,출하지수201912,145.1,201912,2019,12,2019-12-01,2019Q4
가공공작기계부품,22110,출하지수201912,135.3,201912,2019,12,2019-12-01,2019Q4
금속 주조 및 기타 야금용 기계,22120,출하지수201912,132.4,201912,2019,12,2019-12-01,2019Q4
건설광산기계부품,22130,출하지수201912,140.0,201912,2019,12,2019-12-01,2019Q4
음식료품 및 담배 가공기계부품,22140,출하지수201912,274.6,201912,2019,12,2019-12-01,2019Q4
기타 섬유기계부품,22150,출하지수201912,140.1,201912,2019,12,2019-12-01,2019Q4
반도체 및 평판디스플레이 제조용 기계,22160,출하지수201912,141.6,201912,2019,12,2019-12-01,2019Q4
산업용 로봇 부품,22170,출하지수201912,172.4,201912,2019,12,2019-12-01,2019Q4
기타 특수목적용 기계부품,22190,출하지수201912,140.6,201912,2019,12,2019-12-01,2019Q4
전기장비부품,24000,출하지수201912,121.3,201912,2019,12,2019-12-01,2019Q4
전동기 및 발전기,24010,출하지수201912,105.1,201912,2019,12,2019-12-01,2019Q4
변압기 및 정지형 변환기,24020,출하지수201912,118.8,201912,2019,12,2019-12-01,2019Q4
전기공급 및 전기제어장치,24030,출하지수201912,110.2,201912,2019,12,2019-12-01,2019Q4
일차전지 및 축전지,24040,출하지수201912,142.5,201912,2019,12,2019-12-01,2019Q4
절연선 및 케이블,24050,출하지수201912,111.7,201912,2019,12,2019-12-01,2019Q4
전구 및 조명장치,24060,출하지수201912,129.4,201912,2019,12,2019-12-01,2019Q4
가정용 기기,24070,출하지수201912,97.4,201912,2019,12,2019-12-01,2019Q4
기타 전기장비,24090,출하지수201912,413.3,201912,2019,12,2019-12-01,2019Q4
전자부품,25000,출하지수201912,192.5,201912,2019,12,2019-12-01,2019Q4
전자집적회로,25010,출하지수201912,293.4,201912,2019,12,2019-12-01,2019Q4
"다이오드, 트랜지스터 및 유사 반도체소자",25020,출하지수201912,231.2,201912,2019,12,2019-12-01,2019Q4
평판디스플레이,25030,출하지수201912,131.9,201912,2019,12,2019-12-01,2019Q4
인쇄회로기판 및 전자부품 실장기판,25040,출하지수201912,126.5,201912,2019,12,2019-12-01,2019Q4
그외 전자부품,25050,출하지수201912,110.5,201912,2019,12,2019-12-01,2019Q4
컴퓨터 주변기기,25060,출하지수201912,97.9,201912,2019,12,2019-12-01,2019Q4
유선 통신장비,25070,출하지수201912,45.7,201912,2019,12,2019-12-01,2019Q4
방송장비 및 통신장비,25080,출하지수201912,104.3,201912,2019,12,2019-12-01,2019Q4
방송수신기 및 기타 영상기기,25090,출하지수201912,63.0,201912,2019,12,2019-12-01,2019Q4
음향기기,25100,출하지수201912,36.6,201912,2019,12,2019-12-01,2019Q4
마그네틱 및 광학 매체,25110,출하지수201912,137.6,201912,2019,12,2019-12-01,2019Q4
정밀기기부품,26000,출하지수201912,104.6,201912,2019,12,2019-12-01,2019Q4
방사선장치 및 전기식 진단기기부품,26010,출하지수201912,131.8,201912,2019,12,2019-12-01,2019Q4
기타 의료용기기 및 부품,26020,출하지수201912,136.4,201912,2019,12,2019-12-01,2019Q4
"측정, 시험, 항해, 기타 정밀기기 및 부품",26030,출하지수201912,125.4,201912,2019,12,2019-12-01,2019Q4
광학기기 및 사진장비,26040,출하지수201912,87.4,201912,2019,12,2019-12-01,2019Q4
시계부품,26050,출하지수201912,148.2,201912,2019,12,2019-12-01,2019Q4
수송기계부품,27000,출하지수201912,100.2,201912,2019,12,2019-12-01,2019Q4
자동차용 엔진,27010,출하지수201912,103.8,201912,2019,12,2019-12-01,2019Q4
자동차 엔진용 부품,27030,출하지수201912,96.7,201912,2019,12,2019-12-01,2019Q4
자동차 차체용 부품,27040,출하지수201912,101.8,201912,2019,12,2019-12-01,2019Q4
자동차부품,27050,출하지수201912,101.5,201912,2019,12,2019-12-01,2019Q4
선박 구성부분품,27060,출하지수201912,67.9,201912,2019,12,2019-12-01,2019Q4
철도차량부품 및 관련장치,27070,출하지수201912,119.8,201912,2019,12,2019-12-01,2019Q4
항공기용 엔진 및 부품,27080,출하지수201912,104.6,201912,2019,12,2019-12-01,2019Q4
모터사이클,27090,출하지수201912,73.4,201912,2019,12,2019-12-01,2019Q4
자전거 및 환자용 차량,27100,출하지수201912,77.2,201912,2019,12,2019-12-01,2019Q4
운송장비용 의자,27110,출하지수201912,97.2,201912,2019,12,2019-12-01,2019Q4
장비,30000,출하지수201912,155.2,201912,2019,12,2019-12-01,2019Q4
정밀가공장비,31000,출하지수201912,130.7,201912,2019,12,2019-12-01,2019Q4
가공공작기계,31010,출하지수201912,125.6,201912,2019,12,2019-12-01,2019Q4
금속절삭 및 금속성형,31020,출하지수201912,130.0,201912,2019,12,2019-12-01,2019Q4
기타 가공 공작기계,31030,출하지수201912,138.7,201912,2019,12,2019-12-01,2019Q4
산업공정장비,32000,출하지수201912,122.7,201912,2019,12,2019-12-01,2019Q4
산업 처리공정 제어장비,32010,출하지수201912,137.2,201912,2019,12,2019-12-01,2019Q4
그 외 기타 전기장비,32020,출하지수201912,393.1,201912,2019,12,2019-12-01,2019Q4
일반목적용 기계장비,32030,출하지수201912,107.8,201912,2019,12,2019-12-01,2019Q4
특수목적용 기계장비,32040,출하지수201912,124.7,201912,2019,12,2019-12-01,2019Q4
반도체·디스플레이장비,33000,출하지수201912,199.9,201912,2019,12,2019-12-01,2019Q4
반도체·디스플레이장비,33010,출하지수201912,199.9,201912,2019,12,2019-12-01,2019Q4
제조로봇 자동화장비,34000,출하지수201912,163.8,201912,2019,12,2019-12-01,2019Q4
승강기 및 컨베이어 장치,34010,출하지수201912,116.6,201912,2019,12,2019-12-01,2019Q4
산업용 로봇,34020,출하지수201912,200.8,201912,2019,12,2019-12-01,2019Q4
계측장비,35000,출하지수201912,128.1,201912,2019,12,2019-12-01,2019Q4
"측정,시험,제어 등 장비",35010,출하지수201912,133.8,201912,2019,12,2019-12-01,2019Q4
광학기기 장비,35020,출하지수201912,108.1,201912,2019,12,2019-12-01,2019Q4
소재부품장비,0,출하지수202001,102.5,202001,2020,1,2020-01-01,2020Q1
소재,10000,출하지수202001,95.7,202001,2020,1,2020-01-01,2020Q1
섬유제품,11000,출하지수202001,70.3,202001,2020,1,2020-01-01,2020Q1
제사 및 방적,11010,출하지수202001,55.4,202001,2020,1,2020-01-01,2020Q1
직물직조,11020,출하지수202001,64.3,202001,2020,1,2020-01-01,2020Q1
섬유염색 및 가공,11030,출하지수202001,79.8,202001,2020,1,2020-01-01,2020Q1
편조원단,11040,출하지수202001,78.2,202001,2020,1,2020-01-01,2020Q1
기타 섬유제품,11090,출하지수202001,85.5,202001,2020,1,2020-01-01,2020Q1
화학물질 및 화학제품,12000,출하지수202001,109.6,202001,2020,1,2020-01-01,2020Q1
석유화학계 기초화학물질,12010,출하지수202001,112.5,202001,2020,1,2020-01-01,2020Q1
기타 기초유기화학물질,12020,출하지수202001,111.0,202001,2020,1,2020-01-01,2020Q1
기타 기초무기화학물질,12030,출하지수202001,108.1,202001,2020,1,2020-01-01,2020Q1
"무기안료, 염료, 유연제 및 기타 착색제",12040,출하지수202001,95.9,202001,2020,1,2020-01-01,2020Q1
합성고무 및 플라스틱 물질,12050,출하지수202001,118.0,202001,2020,1,2020-01-01,2020Q1
농약,12060,출하지수202001,157.1,202001,2020,1,2020-01-01,2020Q1
도료 및 인쇄잉크,12070,출하지수202001,71.9,202001,2020,1,2020-01-01,2020Q1
계면활성제,12080,출하지수202001,115.4,202001,2020,1,2020-01-01,2020Q1
기타 화학제품,12090,출하지수202001,96.5,202001,2020,1,2020-01-01,2020Q1
화학섬유,12100,출하지수202001,104.2,202001,2020,1,2020-01-01,2020Q1
기초의약물질 및 생물학적 제제,12110,출하지수202001,127.6,202001,2020,1,2020-01-01,2020Q1
고무 및 플라스틱제품,13000,출하지수202001,82.0,202001,2020,1,2020-01-01,2020Q1
고무제품,13010,출하지수202001,102.8,202001,2020,1,2020-01-01,2020Q1
플라스틱제품,13020,출하지수202001,77.8,202001,2020,1,2020-01-01,2020Q1
비금속 광물제품,14000,출하지수202001,84.1,202001,2020,1,2020-01-01,2020Q1
판유리,14010,출하지수202001,91.5,202001,2020,1,2020-01-01,2020Q1
산업용 유리제품,14020,출하지수202001,99.9,202001,2020,1,2020-01-01,2020Q1
산업용 도자기,14030,출하지수202001,79.2,202001,2020,1,2020-01-01,2020Q1
내화 요업제품,14040,출하지수202001,78.7,202001,2020,1,2020-01-01,2020Q1
석회,14050,출하지수202001,65.1,202001,2020,1,2020-01-01,2020Q1
기타 비금속광물제품,14090,출하지수202001,46.0,202001,2020,1,2020-01-01,2020Q1
1차 금속제품,15000,출하지수202001,87.6,202001,2020,1,2020-01-01,2020Q1
합금철,15010,출하지수202001,86.6,202001,2020,1,2020-01-01,2020Q1
철강압연.압출 및 연신제품,15020,출하지수202001,79.4,202001,2020,1,2020-01-01,2020Q1
철강관,15030,출하지수202001,90.7,202001,2020,1,2020-01-01,2020Q1
"비철금속 제련, 정련 및 합금",15040,출하지수202001,104.7,202001,2020,1,2020-01-01,2020Q1
"비철금속압연, 압출 및 연신제품",15050,출하지수202001,93.3,202001,2020,1,2020-01-01,2020Q1
기타 1차 비철금속,15060,출하지수202001,72.0,202001,2020,1,2020-01-01,2020Q1
비철금속 주조업,15070,출하지수202001,91.7,202001,2020,1,2020-01-01,2020Q1
"도금, 착색 및 기타 표면처리강재",15090,출하지수202001,85.5,202001,2020,1,2020-01-01,2020Q1
부품,20000,출하지수202001,108.8,202001,2020,1,2020-01-01,2020Q1
금속가공제품,21000,출하지수202001,86.5,202001,2020,1,2020-01-01,2020Q1
"금속탱크, 저장조 및 유사용기",21010,출하지수202001,81.8,202001,2020,1,2020-01-01,2020Q1
핵반응기 및 증기발생기부품,21020,출하지수202001,57.8,202001,2020,1,2020-01-01,2020Q1
무기 및 총포탄 부품,21030,출하지수202001,84.5,202001,2020,1,2020-01-01,2020Q1
"금속 단조, 압형 및 분말야금 제품",21040,출하지수202001,97.8,202001,2020,1,2020-01-01,2020Q1
"금속열처리업, 도금 및 기타 처리업",21050,출하지수202001,76.0,202001,2020,1,2020-01-01,2020Q1
톱 및 호환성공구,21060,출하지수202001,99.6,202001,2020,1,2020-01-01,2020Q1
금속파스너 및 스프링,21070,출하지수202001,82.2,202001,2020,1,2020-01-01,2020Q1
기타 금속제 부품,21090,출하지수202001,102.9,202001,2020,1,2020-01-01,2020Q1
일반기계부품,22000,출하지수202001,95.6,202001,2020,1,2020-01-01,2020Q1
내연기관 및 터빈,22010,출하지수202001,92.4,202001,2020,1,2020-01-01,2020Q1
유압기기,22020,출하지수202001,112.8,202001,2020,1,2020-01-01,2020Q1
펌프 및 압축기 제조업,22030,출하지수202001,100.0,202001,2020,1,2020-01-01,2020Q1
"베어링, 기어 및 동력전달장치",22040,출하지수202001,96.3,202001,2020,1,2020-01-01,2020Q1
산업용오븐 및 노용부품,22050,출하지수202001,87.0,202001,2020,1,2020-01-01,2020Q1
운반하역기계부품,22060,출하지수202001,92.2,202001,2020,1,2020-01-01,2020Q1
냉동공조기계부품,22070,출하지수202001,98.9,202001,2020,1,2020-01-01,2020Q1
사무용 기계 및 장비,22080,출하지수202001,112.3,202001,2020,1,2020-01-01,2020Q1
기타 일반목적용 기계부품,22090,출하지수202001,81.1,202001,2020,1,2020-01-01,2020Q1
농업 및 임업용 기계,22100,출하지수202001,107.4,202001,2020,1,2020-01-01,2020Q1
가공공작기계부품,22110,출하지수202001,78.7,202001,2020,1,2020-01-01,2020Q1
금속 주조 및 기타 야금용 기계,22120,출하지수202001,94.5,202001,2020,1,2020-01-01,2020Q1
건설광산기계부품,22130,출하지수202001,95.0,202001,2020,1,2020-01-01,2020Q1
음식료품 및 담배 가공기계부품,22140,출하지수202001,44.5,202001,2020,1,2020-01-01,2020Q1
기타 섬유기계부품,22150,출하지수202001,99.3,202001,2020,1,2020-01-01,2020Q1
반도체 및 평판디스플레이 제조용 기계,22160,출하지수202001,108.8,202001,2020,1,2020-01-01,2020Q1
산업용 로봇 부품,22170,출하지수202001,113.4,202001,2020,1,2020-01-01,2020Q1
기타 특수목적용 기계부품,22190,출하지수202001,85.2,202001,2020,1,2020-01-01,2020Q1
전기장비부품,24000,출하지수202001,89.6,202001,2020,1,2020-01-01,2020Q1
전동기 및 발전기,24010,출하지수202001,82.4,202001,2020,1,2020-01-01,2020Q1
변압기 및 정지형 변환기,24020,출하지수202001,70.5,202001,2020,1,2020-01-01,2020Q1
전기공급 및 전기제어장치,24030,출하지수202001,83.2,202001,2020,1,2020-01-01,2020Q1
일차전지 및 축전지,24040,출하지수202001,107.3,202001,2020,1,2020-01-01,2020Q1
절연선 및 케이블,24050,출하지수202001,80.6,202001,2020,1,2020-01-01,2020Q1
전구 및 조명장치,24060,출하지수202001,102.5,202001,2020,1,2020-01-01,2020Q1
가정용 기기,24070,출하지수202001,98.8,202001,2020,1,2020-01-01,2020Q1
기타 전기장비,24090,출하지수202001,189.7,202001,2020,1,2020-01-01,2020Q1
전자부품,25000,출하지수202001,155.6,202001,2020,1,2020-01-01,2020Q1
전자집적회로,25010,출하지수202001,238.1,202001,2020,1,2020-01-01,2020Q1
"다이오드, 트랜지스터 및 유사 반도체소자",25020,출하지수202001,144.3,202001,2020,1,2020-01-01,2020Q1
평판디스플레이,25030,출하지수202001,107.7,202001,2020,1,2020-01-01,2020Q1
인쇄회로기판 및 전자부품 실장기판,25040,출하지수202001,136.1,202001,2020,1,2020-01-01,2020Q1
그외 전자부품,25050,출하지수202001,118.5,202001,2020,1,2020-01-01,2020Q1
컴퓨터 주변기기,25060,출하지수202001,72.4,202001,2020,1,2020-01-01,2020Q1
유선 통신장비,25070,출하지수202001,41.2,202001,2020,1,2020-01-01,2020Q1
방송장비 및 통신장비,25080,출하지수202001,59.7,202001,2020,1,2020-01-01,2020Q1
방송수신기 및 기타 영상기기,25090,출하지수202001,72.5,202001,2020,1,2020-01-01,2020Q1
음향기기,25100,출하지수202001,46.1,202001,2020,1,2020-01-01,2020Q1
마그네틱 및 광학 매체,25110,출하지수202001,116.2,202001,2020,1,2020-01-01,2020Q1
정밀기기부품,26000,출하지수202001,90.9,202001,2020,1,2020-01-01,2020Q1
방사선장치 및 전기식 진단기기부품,26010,출하지수202001,89.3,202001,2020,1,2020-01-01,2020Q1
기타 의료용기기 및 부품,26020,출하지수202001,111.8,202001,2020,1,2020-01-01,2020Q1
"측정, 시험, 항해, 기타 정밀기기 및 부품",26030,출하지수202001,92.0,202001,2020,1,2020-01-01,2020Q1
광학기기 및 사진장비,26040,출하지수202001,94.6,202001,2020,1,2020-01-01,2020Q1
시계부품,26050,출하지수202001,105.6,202001,2020,1,2020-01-01,2020Q1
수송기계부품,27000,출하지수202001,88.5,202001,2020,1,2020-01-01,2020Q1
자동차용 엔진,27010,출하지수202001,101.8,202001,2020,1,2020-01-01,2020Q1
자동차 엔진용 부품,27030,출하지수202001,81.8,202001,2020,1,2020-01-01,2020Q1
자동차 차체용 부품,27040,출하지수202001,96.6,202001,2020,1,2020-01-01,2020Q1
자동차부품,27050,출하지수202001,87.8,202001,2020,1,2020-01-01,2020Q1
선박 구성부분품,27060,출하지수202001,55.5,202001,2020,1,2020-01-01,2020Q1
철도차량부품 및 관련장치,27070,출하지수202001,55.9,202001,2020,1,2020-01-01,2020Q1
항공기용 엔진 및 부품,27080,출하지수202001,94.7,202001,2020,1,2020-01-01,2020Q1
모터사이클,27090,출하지수202001,73.6,202001,2020,1,2020-01-01,2020Q1
자전거 및 환자용 차량,27100,출하지수202001,67.5,202001,2020,1,2020-01-01,2020Q1
운송장비용 의자,27110,출하지수202001,83.5,202001,2020,1,2020-01-01,2020Q1
장비,30000,출하지수202001,91.1,202001,2020,1,2020-01-01,2020Q1
정밀가공장비,31000,출하지수202001,50.3,202001,2020,1,2020-01-01,2020Q1
가공공작기계,31010,출하지수202001,102.1,202001,2020,1,2020-01-01,2020Q1
금속절삭 및 금속성형,31020,출하지수202001,37.8,202001,2020,1,2020-01-01,2020Q1
기타 가공 공작기계,31030,출하지수202001,95.5,202001,2020,1,2020-01-01,2020Q1
산업공정장비,32000,출하지수202001,88.8,202001,2020,1,2020-01-01,2020Q1
산업 처리공정 제어장비,32010,출하지수202001,94.9,202001,2020,1,2020-01-01,2020Q1
그 외 기타 전기장비,32020,출하지수202001,205.6,202001,2020,1,2020-01-01,2020Q1
일반목적용 기계장비,32030,출하지수202001,73.7,202001,2020,1,2020-01-01,2020Q1
특수목적용 기계장비,32040,출하지수202001,96.3,202001,2020,1,2020-01-01,2020Q1
반도체·디스플레이장비,33000,출하지수202001,116.2,202001,2020,1,2020-01-01,2020Q1
반도체·디스플레이장비,33010,출하지수202001,116.2,202001,2020,1,2020-01-01,2020Q1
제조로봇 자동화장비,34000,출하지수202001,76.7,202001,2020,1,2020-01-01,2020Q1
승강기 및 컨베이어 장치,34010,출하지수202001,91.9,202001,2020,1,2020-01-01,2020Q1
산업용 로봇,34020,출하지수202001,79.6,202001,2020,1,2020-01-01,2020Q1
계측장비,35000,출하지수202001,110.3,202001,2020,1,2020-01-01,2020Q1
"측정,시험,제어 등 장비",35010,출하지수202001,97.9,202001,2020,1,2020-01-01,2020Q1
광학기기 장비,35020,출하지수202001,172.5,202001,2020,1,2020-01-01,2020Q1
소재부품장비,0,출하지수202002,102.3,202002,2020,2,2020-02-01,2020Q1
소재,10000,출하지수202002,95.4,202002,2020,2,2020-02-01,2020Q1
섬유제품,11000,출하지수202002,75.5,202002,2020,2,2020-02-01,2020Q1
제사 및 방적,11010,출하지수202002,56.6,202002,2020,2,2020-02-01,2020Q1
직물직조,11020,출하지수202002,72.8,202002,2020,2,2020-02-01,2020Q1
섬유염색 및 가공,11030,출하지수202002,84.7,202002,2020,2,2020-02-01,2020Q1
편조원단,11040,출하지수202002,89.3,202002,2020,2,2020-02-01,2020Q1
기타 섬유제품,11090,출하지수202002,89.1,202002,2020,2,2020-02-01,2020Q1
화학물질 및 화학제품,12000,출하지수202002,107.8,202002,2020,2,2020-02-01,2020Q1
석유화학계 기초화학물질,12010,출하지수202002,113.3,202002,2020,2,2020-02-01,2020Q1
기타 기초유기화학물질,12020,출하지수202002,99.6,202002,2020,2,2020-02-01,2020Q1
기타 기초무기화학물질,12030,출하지수202002,102.6,202002,2020,2,2020-02-01,2020Q1
"무기안료, 염료, 유연제 및 기타 착색제",12040,출하지수202002,104.3,202002,2020,2,2020-02-01,2020Q1
합성고무 및 플라스틱 물질,12050,출하지수202002,120.7,202002,2020,2,2020-02-01,2020Q1
농약,12060,출하지수202002,213.3,202002,2020,2,2020-02-01,2020Q1
도료 및 인쇄잉크,12070,출하지수202002,70.7,202002,2020,2,2020-02-01,2020Q1
계면활성제,12080,출하지수202002,119.4,202002,2020,2,2020-02-01,2020Q1
기타 화학제품,12090,출하지수202002,94.1,202002,2020,2,2020-02-01,2020Q1
화학섬유,12100,출하지수202002,100.4,202002,2020,2,2020-02-01,2020Q1
기초의약물질 및 생물학적 제제,12110,출하지수202002,128.7,202002,2020,2,2020-02-01,2020Q1
고무 및 플라스틱제품,13000,출하지수202002,80.8,202002,2020,2,2020-02-01,2020Q1
고무제품,13010,출하지수202002,104.0,202002,2020,2,2020-02-01,2020Q1
플라스틱제품,13020,출하지수202002,76.1,202002,2020,2,2020-02-01,2020Q1
비금속 광물제품,14000,출하지수202002,84.3,202002,2020,2,2020-02-01,2020Q1
판유리,14010,출하지수202002,83.2,202002,2020,2,2020-02-01,2020Q1
산업용 유리제품,14020,출하지수202002,100.7,202002,2020,2,2020-02-01,2020Q1
산업용 도자기,14030,출하지수202002,79.5,202002,2020,2,2020-02-01,2020Q1
내화 요업제품,14040,출하지수202002,75.3,202002,2020,2,2020-02-01,2020Q1
석회,14050,출하지수202002,74.0,202002,2020,2,2020-02-01,2020Q1
기타 비금속광물제품,14090,출하지수202002,49.0,202002,2020,2,2020-02-01,2020Q1
1차 금속제품,15000,출하지수202002,88.9,202002,2020,2,2020-02-01,2020Q1
합금철,15010,출하지수202002,91.9,202002,2020,2,2020-02-01,2020Q1
철강압연.압출 및 연신제품,15020,출하지수202002,77.7,202002,2020,2,2020-02-01,2020Q1
철강관,15030,출하지수202002,96.2,202002,2020,2,2020-02-01,2020Q1
"비철금속 제련, 정련 및 합금",15040,출하지수202002,99.6,202002,2020,2,2020-02-01,2020Q1
"비철금속압연, 압출 및 연신제품",15050,출하지수202002,95.4,202002,2020,2,2020-02-01,2020Q1
기타 1차 비철금속,15060,출하지수202002,70.9,202002,2020,2,2020-02-01,2020Q1
비철금속 주조업,15070,출하지수202002,90.2,202002,2020,2,2020-02-01,2020Q1
"도금, 착색 및 기타 표면처리강재",15090,출하지수202002,94.9,202002,2020,2,2020-02-01,2020Q1
부품,20000,출하지수202002,108.2,202002,2020,2,2020-02-01,2020Q1
금속가공제품,21000,출하지수202002,85.3,202002,2020,2,2020-02-01,2020Q1
"금속탱크, 저장조 및 유사용기",21010,출하지수202002,95.8,202002,2020,2,2020-02-01,2020Q1
핵반응기 및 증기발생기부품,21020,출하지수202002,61.1,202002,2020,2,2020-02-01,2020Q1
무기 및 총포탄 부품,21030,출하지수202002,84.9,202002,2020,2,2020-02-01,2020Q1
"금속 단조, 압형 및 분말야금 제품",21040,출하지수202002,95.4,202002,2020,2,2020-02-01,2020Q1
"금속열처리업, 도금 및 기타 처리업",21050,출하지수202002,73.3,202002,2020,2,2020-02-01,2020Q1
톱 및 호환성공구,21060,출하지수202002,95.1,202002,2020,2,2020-02-01,2020Q1
금속파스너 및 스프링,21070,출하지수202002,79.1,202002,2020,2,2020-02-01,2020Q1
기타 금속제 부품,21090,출하지수202002,99.1,202002,2020,2,2020-02-01,2020Q1
일반기계부품,22000,출하지수202002,99.1,202002,2020,2,2020-02-01,2020Q1
내연기관 및 터빈,22010,출하지수202002,82.6,202002,2020,2,2020-02-01,2020Q1
유압기기,22020,출하지수202002,119.0,202002,2020,2,2020-02-01,2020Q1
펌프 및 압축기 제조업,22030,출하지수202002,105.8,202002,2020,2,2020-02-01,2020Q1
"베어링, 기어 및 동력전달장치",22040,출하지수202002,96.1,202002,2020,2,2020-02-01,2020Q1
산업용오븐 및 노용부품,22050,출하지수202002,88.3,202002,2020,2,2020-02-01,2020Q1
운반하역기계부품,22060,출하지수202002,93.2,202002,2020,2,2020-02-01,2020Q1
냉동공조기계부품,22070,출하지수202002,106.4,202002,2020,2,2020-02-01,2020Q1
사무용 기계 및 장비,22080,출하지수202002,113.9,202002,2020,2,2020-02-01,2020Q1
기타 일반목적용 기계부품,22090,출하지수202002,81.7,202002,2020,2,2020-02-01,2020Q1
농업 및 임업용 기계,22100,출하지수202002,112.5,202002,2020,2,2020-02-01,2020Q1
가공공작기계부품,22110,출하지수202002,81.0,202002,2020,2,2020-02-01,2020Q1
금속 주조 및 기타 야금용 기계,22120,출하지수202002,99.0,202002,2020,2,2020-02-01,2020Q1
건설광산기계부품,22130,출하지수202002,99.4,202002,2020,2,2020-02-01,2020Q1
음식료품 및 담배 가공기계부품,22140,출하지수202002,46.7,202002,2020,2,2020-02-01,2020Q1
기타 섬유기계부품,22150,출하지수202002,103.9,202002,2020,2,2020-02-01,2020Q1
반도체 및 평판디스플레이 제조용 기계,22160,출하지수202002,114.6,202002,2020,2,2020-02-01,2020Q1
산업용 로봇 부품,22170,출하지수202002,118.7,202002,2020,2,2020-02-01,2020Q1
기타 특수목적용 기계부품,22190,출하지수202002,92.3,202002,2020,2,2020-02-01,2020Q1
전기장비부품,24000,출하지수202002,92.5,202002,2020,2,2020-02-01,2020Q1
전동기 및 발전기,24010,출하지수202002,80.2,202002,2020,2,2020-02-01,2020Q1
변압기 및 정지형 변환기,24020,출하지수202002,81.1,202002,2020,2,2020-02-01,2020Q1
전기공급 및 전기제어장치,24030,출하지수202002,85.1,202002,2020,2,2020-02-01,2020Q1
일차전지 및 축전지,24040,출하지수202002,108.9,202002,2020,2,2020-02-01,2020Q1
절연선 및 케이블,24050,출하지수202002,90.5,202002,2020,2,2020-02-01,2020Q1
전구 및 조명장치,24060,출하지수202002,92.3,202002,2020,2,2020-02-01,2020Q1
가정용 기기,24070,출하지수202002,94.5,202002,2020,2,2020-02-01,2020Q1
기타 전기장비,24090,출하지수202002,205.1,202002,2020,2,2020-02-01,2020Q1
전자부품,25000,출하지수202002,157.6,202002,2020,2,2020-02-01,2020Q1
전자집적회로,25010,출하지수202002,244.8,202002,2020,2,2020-02-01,2020Q1
"다이오드, 트랜지스터 및 유사 반도체소자",25020,출하지수202002,144.2,202002,2020,2,2020-02-01,2020Q1
평판디스플레이,25030,출하지수202002,87.8,202002,2020,2,2020-02-01,2020Q1
