품목명,품목코드,metric,value,yyyymm,year,month,date,quarter
"금속탱크, 저장조 및 유사용기",21010,출하지수201511,92.8,201511,2015,11,2015-11-01,2015Q4
핵반응기 및 증기발생기부품,21020,출하지수201511,112.5,201511,2015,11,2015-11-01,2015Q4
무기 및 총포탄 부품,21030,출하지수201511,109.9,201511,2015,11,2015-11-01,2015Q4
"금속 단조, 압형 및 분말야금 제품",21040,출하지수201511,106.2,201511,2015,11,2015-11-01,2015Q4
"금속열처리업, 도금 및 기타 처리업",21050,출하지수201511,109.9,201511,2015,11,2015-11-01,2015Q4
톱 및 호환성공구,21060,출하지수201511,94.9,201511,2015,11,2015-11-01,2015Q4
금속파스너 및 스프링,21070,출하지수201511,104.5,201511,2015,11,2015-11-01,2015Q4
기타 금속제 부품,21090,출하지수201511,104.7,201511,2015,11,2015-11-01,2015Q4
일반기계부품,22000,출하지수201511,97.6,201511,2015,11,2015-11-01,2015Q4
내연기관 및 터빈,22010,출하지수201511,89.6,201511,2015,11,2015-11-01,2015Q4
유압기기,22020,출하지수201511,98.2,201511,2015,11,2015-11-01,2015Q4
펌프 및 압축기 제조업,22030,출하지수201511,103.9,201511,2015,11,2015-11-01,2015Q4
"베어링, 기어 및 동력전달장치",22040,출하지수201511,93.4,201511,2015,11,2015-11-01,2015Q4
산업용오븐 및 노용부품,22050,출하지수201511,97.0,201511,2015,11,2015-11-01,2015Q4
운반하역기계부품,22060,출하지수201511,97.1,201511,2015,11,2015-11-01,2015Q4
냉동공조기계부품,22070,출하지수201511,100.3,201511,2015,11,2015-11-01,2015Q4
사무용 기계 및 장비,22080,출하지수201511,97.1,201511,2015,11,2015-11-01,2015Q4
기타 일반목적용 기계부품,22090,출하지수201511,103.0,201511,2015,11,2015-11-01,2015Q4
농업 및 임업용 기계,22100,출하지수201511,91.9,201511,2015,11,2015-11-01,2015Q4
가공공작기계부품,22110,출하지수201511,91.9,201511,2015,11,2015-11-01,2015Q4
금속 주조 및 기타 야금용 기계,22120,출하지수201511,91.9,201511,2015,11,2015-11-01,2015Q4
건설광산기계부품,22130,출하지수201511,90.7,201511,2015,11,2015-11-01,2015Q4
음식료품 및 담배 가공기계부품,22140,출하지수201511,91.9,201511,2015,11,2015-11-01,2015Q4
기타 섬유기계부품,22150,출하지수201511,92.1,201511,2015,11,2015-11-01,2015Q4
반도체 및 평판디스플레이 제조용 기계,22160,출하지수201511,91.8,201511,2015,11,2015-11-01,2015Q4
산업용 로봇 부품,22170,출하지수201511,91.9,201511,2015,11,2015-11-01,2015Q4
기타 특수목적용 기계부품,22190,출하지수201511,101.7,201511,2015,11,2015-11-01,2015Q4
전기장비부품,24000,출하지수201511,101.8,201511,2015,11,2015-11-01,2015Q4
전동기 및 발전기,24010,출하지수201511,98.3,201511,2015,11,2015-11-01,2015Q4
변압기 및 정지형 변환기,24020,출하지수201511,93.9,201511,2015,11,2015-11-01,2015Q4
전기공급 및 전기제어장치,24030,출하지수201511,97.2,201511,2015,11,2015-11-01,2015Q4
일차전지 및 축전지,24040,출하지수201511,105.5,201511,2015,11,2015-11-01,2015Q4
절연선 및 케이블,24050,출하지수201511,104.2,201511,2015,11,2015-11-01,2015Q4
전구 및 조명장치,24060,출하지수201511,103.3,201511,2015,11,2015-11-01,2015Q4
가정용 기기,24070,출하지수201511,130.8,201511,2015,11,2015-11-01,2015Q4
기타 전기장비,24090,출하지수201511,77.7,201511,2015,11,2015-11-01,2015Q4
전자부품,25000,출하지수201511,115.2,201511,2015,11,2015-11-01,2015Q4
전자집적회로,25010,출하지수201511,129.2,201511,2015,11,2015-11-01,2015Q4
"다이오드, 트랜지스터 및 유사 반도체소자",25020,출하지수201511,113.7,201511,2015,11,2015-11-01,2015Q4
평판디스플레이,25030,출하지수201511,118.2,201511,2015,11,2015-11-01,2015Q4
인쇄회로기판 및 전자부품 실장기판,25040,출하지수201511,102.4,201511,2015,11,2015-11-01,2015Q4
그외 전자부품,25050,출하지수201511,100.6,201511,2015,11,2015-11-01,2015Q4
컴퓨터 주변기기,25060,출하지수201511,87.5,201511,2015,11,2015-11-01,2015Q4
유선 통신장비,25070,출하지수201511,108.6,201511,2015,11,2015-11-01,2015Q4
방송장비 및 통신장비,25080,출하지수201511,114.4,201511,2015,11,2015-11-01,2015Q4
방송수신기 및 기타 영상기기,25090,출하지수201511,96.9,201511,2015,11,2015-11-01,2015Q4
음향기기,25100,출하지수201511,92.1,201511,2015,11,2015-11-01,2015Q4
마그네틱 및 광학 매체,25110,출하지수201511,111.4,201511,2015,11,2015-11-01,2015Q4
정밀기기부품,26000,출하지수201511,94.3,201511,2015,11,2015-11-01,2015Q4
방사선장치 및 전기식 진단기기부품,26010,출하지수201511,105.4,201511,2015,11,2015-11-01,2015Q4
기타 의료용기기 및 부품,26020,출하지수201511,103.5,201511,2015,11,2015-11-01,2015Q4
"측정, 시험, 항해, 기타 정밀기기 및 부품",26030,출하지수201511,106.1,201511,2015,11,2015-11-01,2015Q4
광학기기 및 사진장비,26040,출하지수201511,82.4,201511,2015,11,2015-11-01,2015Q4
시계부품,26050,출하지수201511,100.1,201511,2015,11,2015-11-01,2015Q4
수송기계부품,27000,출하지수201511,103.3,201511,2015,11,2015-11-01,2015Q4
자동차용 엔진,27010,출하지수201511,111.1,201511,2015,11,2015-11-01,2015Q4
자동차 엔진용 부품,27030,출하지수201511,103.4,201511,2015,11,2015-11-01,2015Q4
자동차 차체용 부품,27040,출하지수201511,104.3,201511,2015,11,2015-11-01,2015Q4
자동차부품,27050,출하지수201511,104.3,201511,2015,11,2015-11-01,2015Q4
선박 구성부분품,27060,출하지수201511,94.5,201511,2015,11,2015-11-01,2015Q4
철도차량부품 및 관련장치,27070,출하지수201511,110.6,201511,2015,11,2015-11-01,2015Q4
항공기용 엔진 및 부품,27080,출하지수201511,87.7,201511,2015,11,2015-11-01,2015Q4
모터사이클,27090,출하지수201511,94.2,201511,2015,11,2015-11-01,2015Q4
자전거 및 환자용 차량,27100,출하지수201511,93.7,201511,2015,11,2015-11-01,2015Q4
운송장비용 의자,27110,출하지수201511,103.9,201511,2015,11,2015-11-01,2015Q4
장비,30000,출하지수201511,98.7,201511,2015,11,2015-11-01,2015Q4
정밀가공장비,31000,출하지수201511,97.3,201511,2015,11,2015-11-01,2015Q4
가공공작기계,31010,출하지수201511,91.9,201511,2015,11,2015-11-01,2015Q4
금속절삭 및 금속성형,31020,출하지수201511,98.7,201511,2015,11,2015-11-01,2015Q4
기타 가공 공작기계,31030,출하지수201511,91.9,201511,2015,11,2015-11-01,2015Q4
산업공정장비,32000,출하지수201511,100.8,201511,2015,11,2015-11-01,2015Q4
산업 처리공정 제어장비,32010,출하지수201511,126.7,201511,2015,11,2015-11-01,2015Q4
그 외 기타 전기장비,32020,출하지수201511,77.7,201511,2015,11,2015-11-01,2015Q4
일반목적용 기계장비,32030,출하지수201511,102.9,201511,2015,11,2015-11-01,2015Q4
특수목적용 기계장비,32040,출하지수201511,91.5,201511,2015,11,2015-11-01,2015Q4
반도체·디스플레이장비,33000,출하지수201511,93.9,201511,2015,11,2015-11-01,2015Q4
반도체·디스플레이장비,33010,출하지수201511,93.9,201511,2015,11,2015-11-01,2015Q4
제조로봇 자동화장비,34000,출하지수201511,119.5,201511,2015,11,2015-11-01,2015Q4
승강기 및 컨베이어 장치,34010,출하지수201511,97.1,201511,2015,11,2015-11-01,2015Q4
산업용 로봇,34020,출하지수201511,127.0,201511,2015,11,2015-11-01,2015Q4
계측장비,35000,출하지수201511,95.8,201511,2015,11,2015-11-01,2015Q4
"측정,시험,제어 등 장비",35010,출하지수201511,99.5,201511,2015,11,2015-11-01,2015Q4
광학기기 장비,35020,출하지수201511,81.4,201511,2015,11,2015-11-01,2015Q4
소재부품장비,0,출하지수201512,106.6,201512,2015,12,2015-12-01,2015Q4
소재,10000,출하지수201512,107.8,201512,2015,12,2015-12-01,2015Q4
섬유제품,11000,출하지수201512,103.9,201512,2015,12,2015-12-01,2015Q4
제사 및 방적,11010,출하지수201512,110.7,201512,2015,12,2015-12-01,2015Q4
직물직조,11020,출하지수201512,103.2,201512,2015,12,2015-12-01,2015Q4
섬유염색 및 가공,11030,출하지수201512,102.7,201512,2015,12,2015-12-01,2015Q4
편조원단,11040,출하지수201512,114.6,201512,2015,12,2015-12-01,2015Q4
기타 섬유제품,11090,출하지수201512,97.0,201512,2015,12,2015-12-01,2015Q4
화학물질 및 화학제품,12000,출하지수201512,109.2,201512,2015,12,2015-12-01,2015Q4
석유화학계 기초화학물질,12010,출하지수201512,123.9,201512,2015,12,2015-12-01,2015Q4
기타 기초유기화학물질,12020,출하지수201512,121.9,201512,2015,12,2015-12-01,2015Q4
기타 기초무기화학물질,12030,출하지수201512,107.2,201512,2015,12,2015-12-01,2015Q4
"무기안료, 염료, 유연제 및 기타 착색제",12040,출하지수201512,103.9,201512,2015,12,2015-12-01,2015Q4
합성고무 및 플라스틱 물질,12050,출하지수201512,105.3,201512,2015,12,2015-12-01,2015Q4
농약,12060,출하지수201512,60.0,201512,2015,12,2015-12-01,2015Q4
도료 및 인쇄잉크,12070,출하지수201512,94.4,201512,2015,12,2015-12-01,2015Q4
계면활성제,12080,출하지수201512,104.8,201512,2015,12,2015-12-01,2015Q4
기타 화학제품,12090,출하지수201512,102.6,201512,2015,12,2015-12-01,2015Q4
화학섬유,12100,출하지수201512,107.8,201512,2015,12,2015-12-01,2015Q4
기초의약물질 및 생물학적 제제,12110,출하지수201512,111.1,201512,2015,12,2015-12-01,2015Q4
고무 및 플라스틱제품,13000,출하지수201512,96.0,201512,2015,12,2015-12-01,2015Q4
고무제품,13010,출하지수201512,105.4,201512,2015,12,2015-12-01,2015Q4
플라스틱제품,13020,출하지수201512,94.1,201512,2015,12,2015-12-01,2015Q4
비금속 광물제품,14000,출하지수201512,105.2,201512,2015,12,2015-12-01,2015Q4
판유리,14010,출하지수201512,106.8,201512,2015,12,2015-12-01,2015Q4
산업용 유리제품,14020,출하지수201512,95.9,201512,2015,12,2015-12-01,2015Q4
산업용 도자기,14030,출하지수201512,106.1,201512,2015,12,2015-12-01,2015Q4
내화 요업제품,14040,출하지수201512,107.7,201512,2015,12,2015-12-01,2015Q4
석회,14050,출하지수201512,106.9,201512,2015,12,2015-12-01,2015Q4
기타 비금속광물제품,14090,출하지수201512,134.0,201512,2015,12,2015-12-01,2015Q4
1차 금속제품,15000,출하지수201512,112.6,201512,2015,12,2015-12-01,2015Q4
합금철,15010,출하지수201512,103.0,201512,2015,12,2015-12-01,2015Q4
철강압연.압출 및 연신제품,15020,출하지수201512,112.9,201512,2015,12,2015-12-01,2015Q4
철강관,15030,출하지수201512,112.4,201512,2015,12,2015-12-01,2015Q4
"비철금속 제련, 정련 및 합금",15040,출하지수201512,122.2,201512,2015,12,2015-12-01,2015Q4
"비철금속압연, 압출 및 연신제품",15050,출하지수201512,105.6,201512,2015,12,2015-12-01,2015Q4
기타 1차 비철금속,15060,출하지수201512,106.0,201512,2015,12,2015-12-01,2015Q4
비철금속 주조업,15070,출하지수201512,108.1,201512,2015,12,2015-12-01,2015Q4
"도금, 착색 및 기타 표면처리강재",15090,출하지수201512,114.9,201512,2015,12,2015-12-01,2015Q4
부품,20000,출하지수201512,105.8,201512,2015,12,2015-12-01,2015Q4
금속가공제품,21000,출하지수201512,107.2,201512,2015,12,2015-12-01,2015Q4
"금속탱크, 저장조 및 유사용기",21010,출하지수201512,110.5,201512,2015,12,2015-12-01,2015Q4
핵반응기 및 증기발생기부품,21020,출하지수201512,121.7,201512,2015,12,2015-12-01,2015Q4
무기 및 총포탄 부품,21030,출하지수201512,114.0,201512,2015,12,2015-12-01,2015Q4
"금속 단조, 압형 및 분말야금 제품",21040,출하지수201512,108.0,201512,2015,12,2015-12-01,2015Q4
"금속열처리업, 도금 및 기타 처리업",21050,출하지수201512,111.6,201512,2015,12,2015-12-01,2015Q4
톱 및 호환성공구,21060,출하지수201512,91.9,201512,2015,12,2015-12-01,2015Q4
금속파스너 및 스프링,21070,출하지수201512,101.7,201512,2015,12,2015-12-01,2015Q4
기타 금속제 부품,21090,출하지수201512,104.2,201512,2015,12,2015-12-01,2015Q4
일반기계부품,22000,출하지수201512,113.2,201512,2015,12,2015-12-01,2015Q4
내연기관 및 터빈,22010,출하지수201512,127.4,201512,2015,12,2015-12-01,2015Q4
유압기기,22020,출하지수201512,105.3,201512,2015,12,2015-12-01,2015Q4
펌프 및 압축기 제조업,22030,출하지수201512,118.9,201512,2015,12,2015-12-01,2015Q4
"베어링, 기어 및 동력전달장치",22040,출하지수201512,102.5,201512,2015,12,2015-12-01,2015Q4
산업용오븐 및 노용부품,22050,출하지수201512,111.7,201512,2015,12,2015-12-01,2015Q4
운반하역기계부품,22060,출하지수201512,111.8,201512,2015,12,2015-12-01,2015Q4
냉동공조기계부품,22070,출하지수201512,110.2,201512,2015,12,2015-12-01,2015Q4
사무용 기계 및 장비,22080,출하지수201512,112.0,201512,2015,12,2015-12-01,2015Q4
기타 일반목적용 기계부품,22090,출하지수201512,112.5,201512,2015,12,2015-12-01,2015Q4
농업 및 임업용 기계,22100,출하지수201512,103.6,201512,2015,12,2015-12-01,2015Q4
가공공작기계부품,22110,출하지수201512,103.7,201512,2015,12,2015-12-01,2015Q4
금속 주조 및 기타 야금용 기계,22120,출하지수201512,103.7,201512,2015,12,2015-12-01,2015Q4
건설광산기계부품,22130,출하지수201512,102.3,201512,2015,12,2015-12-01,2015Q4
음식료품 및 담배 가공기계부품,22140,출하지수201512,103.6,201512,2015,12,2015-12-01,2015Q4
기타 섬유기계부품,22150,출하지수201512,103.6,201512,2015,12,2015-12-01,2015Q4
반도체 및 평판디스플레이 제조용 기계,22160,출하지수201512,103.6,201512,2015,12,2015-12-01,2015Q4
산업용 로봇 부품,22170,출하지수201512,103.7,201512,2015,12,2015-12-01,2015Q4
기타 특수목적용 기계부품,22190,출하지수201512,116.1,201512,2015,12,2015-12-01,2015Q4
전기장비부품,24000,출하지수201512,113.7,201512,2015,12,2015-12-01,2015Q4
전동기 및 발전기,24010,출하지수201512,115.8,201512,2015,12,2015-12-01,2015Q4
변압기 및 정지형 변환기,24020,출하지수201512,131.4,201512,2015,12,2015-12-01,2015Q4
전기공급 및 전기제어장치,24030,출하지수201512,112.2,201512,2015,12,2015-12-01,2015Q4
일차전지 및 축전지,24040,출하지수201512,104.6,201512,2015,12,2015-12-01,2015Q4
절연선 및 케이블,24050,출하지수201512,114.6,201512,2015,12,2015-12-01,2015Q4
전구 및 조명장치,24060,출하지수201512,115.9,201512,2015,12,2015-12-01,2015Q4
가정용 기기,24070,출하지수201512,103.5,201512,2015,12,2015-12-01,2015Q4
기타 전기장비,24090,출하지수201512,173.9,201512,2015,12,2015-12-01,2015Q4
전자부품,25000,출하지수201512,99.7,201512,2015,12,2015-12-01,2015Q4
전자집적회로,25010,출하지수201512,105.5,201512,2015,12,2015-12-01,2015Q4
"다이오드, 트랜지스터 및 유사 반도체소자",25020,출하지수201512,100.6,201512,2015,12,2015-12-01,2015Q4
평판디스플레이,25030,출하지수201512,111.5,201512,2015,12,2015-12-01,2015Q4
인쇄회로기판 및 전자부품 실장기판,25040,출하지수201512,93.1,201512,2015,12,2015-12-01,2015Q4
그외 전자부품,25050,출하지수201512,92.3,201512,2015,12,2015-12-01,2015Q4
컴퓨터 주변기기,25060,출하지수201512,101.7,201512,2015,12,2015-12-01,2015Q4
유선 통신장비,25070,출하지수201512,64.2,201512,2015,12,2015-12-01,2015Q4
방송장비 및 통신장비,25080,출하지수201512,66.3,201512,2015,12,2015-12-01,2015Q4
방송수신기 및 기타 영상기기,25090,출하지수201512,95.2,201512,2015,12,2015-12-01,2015Q4
음향기기,25100,출하지수201512,87.9,201512,2015,12,2015-12-01,2015Q4
마그네틱 및 광학 매체,25110,출하지수201512,92.8,201512,2015,12,2015-12-01,2015Q4
정밀기기부품,26000,출하지수201512,90.0,201512,2015,12,2015-12-01,2015Q4
방사선장치 및 전기식 진단기기부품,26010,출하지수201512,111.2,201512,2015,12,2015-12-01,2015Q4
기타 의료용기기 및 부품,26020,출하지수201512,109.3,201512,2015,12,2015-12-01,2015Q4
"측정, 시험, 항해, 기타 정밀기기 및 부품",26030,출하지수201512,96.2,201512,2015,12,2015-12-01,2015Q4
광학기기 및 사진장비,26040,출하지수201512,81.2,201512,2015,12,2015-12-01,2015Q4
시계부품,26050,출하지수201512,100.5,201512,2015,12,2015-12-01,2015Q4
수송기계부품,27000,출하지수201512,110.9,201512,2015,12,2015-12-01,2015Q4
자동차용 엔진,27010,출하지수201512,102.6,201512,2015,12,2015-12-01,2015Q4
자동차 엔진용 부품,27030,출하지수201512,110.2,201512,2015,12,2015-12-01,2015Q4
자동차 차체용 부품,27040,출하지수201512,111.1,201512,2015,12,2015-12-01,2015Q4
자동차부품,27050,출하지수201512,111.1,201512,2015,12,2015-12-01,2015Q4
선박 구성부분품,27060,출하지수201512,97.0,201512,2015,12,2015-12-01,2015Q4
철도차량부품 및 관련장치,27070,출하지수201512,193.2,201512,2015,12,2015-12-01,2015Q4
항공기용 엔진 및 부품,27080,출하지수201512,112.3,201512,2015,12,2015-12-01,2015Q4
모터사이클,27090,출하지수201512,99.2,201512,2015,12,2015-12-01,2015Q4
자전거 및 환자용 차량,27100,출하지수201512,100.4,201512,2015,12,2015-12-01,2015Q4
운송장비용 의자,27110,출하지수201512,110.7,201512,2015,12,2015-12-01,2015Q4
장비,30000,출하지수201512,114.2,201512,2015,12,2015-12-01,2015Q4
정밀가공장비,31000,출하지수201512,158.2,201512,2015,12,2015-12-01,2015Q4
가공공작기계,31010,출하지수201512,103.7,201512,2015,12,2015-12-01,2015Q4
금속절삭 및 금속성형,31020,출하지수201512,172.4,201512,2015,12,2015-12-01,2015Q4
기타 가공 공작기계,31030,출하지수201512,103.8,201512,2015,12,2015-12-01,2015Q4
산업공정장비,32000,출하지수201512,110.5,201512,2015,12,2015-12-01,2015Q4
산업 처리공정 제어장비,32010,출하지수201512,113.0,201512,2015,12,2015-12-01,2015Q4
그 외 기타 전기장비,32020,출하지수201512,173.7,201512,2015,12,2015-12-01,2015Q4
일반목적용 기계장비,32030,출하지수201512,115.4,201512,2015,12,2015-12-01,2015Q4
특수목적용 기계장비,32040,출하지수201512,104.6,201512,2015,12,2015-12-01,2015Q4
반도체·디스플레이장비,33000,출하지수201512,90.7,201512,2015,12,2015-12-01,2015Q4
반도체·디스플레이장비,33010,출하지수201512,90.7,201512,2015,12,2015-12-01,2015Q4
제조로봇 자동화장비,34000,출하지수201512,128.8,201512,2015,12,2015-12-01,2015Q4
승강기 및 컨베이어 장치,34010,출하지수201512,111.8,201512,2015,12,2015-12-01,2015Q4
산업용 로봇,34020,출하지수201512,134.5,201512,2015,12,2015-12-01,2015Q4
계측장비,35000,출하지수201512,117.5,201512,2015,12,2015-12-01,2015Q4
"측정,시험,제어 등 장비",35010,출하지수201512,126.6,201512,2015,12,2015-12-01,2015Q4
광학기기 장비,35020,출하지수201512,82.2,201512,2015,12,2015-12-01,2015Q4
소재부품장비,0,출하지수201601,100.0,201601,2016,1,2016-01-01,2016Q1
소재,10000,출하지수201601,105.5,201601,2016,1,2016-01-01,2016Q1
섬유제품,11000,출하지수201601,92.4,201601,2016,1,2016-01-01,2016Q1
제사 및 방적,11010,출하지수201601,96.3,201601,2016,1,2016-01-01,2016Q1
직물직조,11020,출하지수201601,80.3,201601,2016,1,2016-01-01,2016Q1
섬유염색 및 가공,11030,출하지수201601,93.0,201601,2016,1,2016-01-01,2016Q1
편조원단,11040,출하지수201601,109.0,201601,2016,1,2016-01-01,2016Q1
기타 섬유제품,11090,출하지수201601,100.6,201601,2016,1,2016-01-01,2016Q1
화학물질 및 화학제품,12000,출하지수201601,108.5,201601,2016,1,2016-01-01,2016Q1
석유화학계 기초화학물질,12010,출하지수201601,118.1,201601,2016,1,2016-01-01,2016Q1
기타 기초유기화학물질,12020,출하지수201601,120.2,201601,2016,1,2016-01-01,2016Q1
기타 기초무기화학물질,12030,출하지수201601,105.5,201601,2016,1,2016-01-01,2016Q1
"무기안료, 염료, 유연제 및 기타 착색제",12040,출하지수201601,100.6,201601,2016,1,2016-01-01,2016Q1
합성고무 및 플라스틱 물질,12050,출하지수201601,112.5,201601,2016,1,2016-01-01,2016Q1
농약,12060,출하지수201601,185.7,201601,2016,1,2016-01-01,2016Q1
도료 및 인쇄잉크,12070,출하지수201601,83.7,201601,2016,1,2016-01-01,2016Q1
계면활성제,12080,출하지수201601,107.5,201601,2016,1,2016-01-01,2016Q1
기타 화학제품,12090,출하지수201601,97.4,201601,2016,1,2016-01-01,2016Q1
화학섬유,12100,출하지수201601,101.8,201601,2016,1,2016-01-01,2016Q1
기초의약물질 및 생물학적 제제,12110,출하지수201601,100.5,201601,2016,1,2016-01-01,2016Q1
고무 및 플라스틱제품,13000,출하지수201601,97.7,201601,2016,1,2016-01-01,2016Q1
고무제품,13010,출하지수201601,101.2,201601,2016,1,2016-01-01,2016Q1
플라스틱제품,13020,출하지수201601,97.0,201601,2016,1,2016-01-01,2016Q1
비금속 광물제품,14000,출하지수201601,89.5,201601,2016,1,2016-01-01,2016Q1
판유리,14010,출하지수201601,104.8,201601,2016,1,2016-01-01,2016Q1
산업용 유리제품,14020,출하지수201601,99.3,201601,2016,1,2016-01-01,2016Q1
산업용 도자기,14030,출하지수201601,77.1,201601,2016,1,2016-01-01,2016Q1
내화 요업제품,14040,출하지수201601,99.0,201601,2016,1,2016-01-01,2016Q1
석회,14050,출하지수201601,74.9,201601,2016,1,2016-01-01,2016Q1
기타 비금속광물제품,14090,출하지수201601,50.8,201601,2016,1,2016-01-01,2016Q1
1차 금속제품,15000,출하지수201601,109.1,201601,2016,1,2016-01-01,2016Q1
합금철,15010,출하지수201601,137.6,201601,2016,1,2016-01-01,2016Q1
철강압연.압출 및 연신제품,15020,출하지수201601,106.8,201601,2016,1,2016-01-01,2016Q1
철강관,15030,출하지수201601,89.0,201601,2016,1,2016-01-01,2016Q1
"비철금속 제련, 정련 및 합금",15040,출하지수201601,118.4,201601,2016,1,2016-01-01,2016Q1
"비철금속압연, 압출 및 연신제품",15050,출하지수201601,107.6,201601,2016,1,2016-01-01,2016Q1
기타 1차 비철금속,15060,출하지수201601,103.1,201601,2016,1,2016-01-01,2016Q1
비철금속 주조업,15070,출하지수201601,101.6,201601,2016,1,2016-01-01,2016Q1
"도금, 착색 및 기타 표면처리강재",15090,출하지수201601,112.7,201601,2016,1,2016-01-01,2016Q1
부품,20000,출하지수201601,98.0,201601,2016,1,2016-01-01,2016Q1
금속가공제품,21000,출하지수201601,101.1,201601,2016,1,2016-01-01,2016Q1
"금속탱크, 저장조 및 유사용기",21010,출하지수201601,96.6,201601,2016,1,2016-01-01,2016Q1
핵반응기 및 증기발생기부품,21020,출하지수201601,86.1,201601,2016,1,2016-01-01,2016Q1
무기 및 총포탄 부품,21030,출하지수201601,98.4,201601,2016,1,2016-01-01,2016Q1
"금속 단조, 압형 및 분말야금 제품",21040,출하지수201601,102.2,201601,2016,1,2016-01-01,2016Q1
"금속열처리업, 도금 및 기타 처리업",21050,출하지수201601,108.3,201601,2016,1,2016-01-01,2016Q1
톱 및 호환성공구,21060,출하지수201601,96.9,201601,2016,1,2016-01-01,2016Q1
금속파스너 및 스프링,21070,출하지수201601,99.4,201601,2016,1,2016-01-01,2016Q1
기타 금속제 부품,21090,출하지수201601,103.1,201601,2016,1,2016-01-01,2016Q1
일반기계부품,22000,출하지수201601,88.4,201601,2016,1,2016-01-01,2016Q1
내연기관 및 터빈,22010,출하지수201601,85.5,201601,2016,1,2016-01-01,2016Q1
유압기기,22020,출하지수201601,87.1,201601,2016,1,2016-01-01,2016Q1
펌프 및 압축기 제조업,22030,출하지수201601,83.2,201601,2016,1,2016-01-01,2016Q1
"베어링, 기어 및 동력전달장치",22040,출하지수201601,90.7,201601,2016,1,2016-01-01,2016Q1
산업용오븐 및 노용부품,22050,출하지수201601,88.9,201601,2016,1,2016-01-01,2016Q1
운반하역기계부품,22060,출하지수201601,89.0,201601,2016,1,2016-01-01,2016Q1
냉동공조기계부품,22070,출하지수201601,92.1,201601,2016,1,2016-01-01,2016Q1
사무용 기계 및 장비,22080,출하지수201601,89.0,201601,2016,1,2016-01-01,2016Q1
기타 일반목적용 기계부품,22090,출하지수201601,89.7,201601,2016,1,2016-01-01,2016Q1
농업 및 임업용 기계,22100,출하지수201601,84.5,201601,2016,1,2016-01-01,2016Q1
가공공작기계부품,22110,출하지수201601,84.6,201601,2016,1,2016-01-01,2016Q1
금속 주조 및 기타 야금용 기계,22120,출하지수201601,84.6,201601,2016,1,2016-01-01,2016Q1
건설광산기계부품,22130,출하지수201601,83.5,201601,2016,1,2016-01-01,2016Q1
음식료품 및 담배 가공기계부품,22140,출하지수201601,84.5,201601,2016,1,2016-01-01,2016Q1
기타 섬유기계부품,22150,출하지수201601,84.6,201601,2016,1,2016-01-01,2016Q1
반도체 및 평판디스플레이 제조용 기계,22160,출하지수201601,84.5,201601,2016,1,2016-01-01,2016Q1
산업용 로봇 부품,22170,출하지수201601,84.6,201601,2016,1,2016-01-01,2016Q1
기타 특수목적용 기계부품,22190,출하지수201601,95.0,201601,2016,1,2016-01-01,2016Q1
전기장비부품,24000,출하지수201601,95.8,201601,2016,1,2016-01-01,2016Q1
전동기 및 발전기,24010,출하지수201601,83.6,201601,2016,1,2016-01-01,2016Q1
변압기 및 정지형 변환기,24020,출하지수201601,80.9,201601,2016,1,2016-01-01,2016Q1
전기공급 및 전기제어장치,24030,출하지수201601,91.1,201601,2016,1,2016-01-01,2016Q1
일차전지 및 축전지,24040,출하지수201601,104.5,201601,2016,1,2016-01-01,2016Q1
절연선 및 케이블,24050,출하지수201601,101.9,201601,2016,1,2016-01-01,2016Q1
전구 및 조명장치,24060,출하지수201601,104.1,201601,2016,1,2016-01-01,2016Q1
가정용 기기,24070,출하지수201601,90.3,201601,2016,1,2016-01-01,2016Q1
기타 전기장비,24090,출하지수201601,97.8,201601,2016,1,2016-01-01,2016Q1
전자부품,25000,출하지수201601,102.9,201601,2016,1,2016-01-01,2016Q1
전자집적회로,25010,출하지수201601,111.0,201601,2016,1,2016-01-01,2016Q1
"다이오드, 트랜지스터 및 유사 반도체소자",25020,출하지수201601,101.9,201601,2016,1,2016-01-01,2016Q1
평판디스플레이,25030,출하지수201601,106.9,201601,2016,1,2016-01-01,2016Q1
인쇄회로기판 및 전자부품 실장기판,25040,출하지수201601,106.6,201601,2016,1,2016-01-01,2016Q1
그외 전자부품,25050,출하지수201601,97.7,201601,2016,1,2016-01-01,2016Q1
컴퓨터 주변기기,25060,출하지수201601,93.2,201601,2016,1,2016-01-01,2016Q1
유선 통신장비,25070,출하지수201601,75.4,201601,2016,1,2016-01-01,2016Q1
방송장비 및 통신장비,25080,출하지수201601,84.5,201601,2016,1,2016-01-01,2016Q1
방송수신기 및 기타 영상기기,25090,출하지수201601,96.0,201601,2016,1,2016-01-01,2016Q1
음향기기,25100,출하지수201601,91.0,201601,2016,1,2016-01-01,2016Q1
마그네틱 및 광학 매체,25110,출하지수201601,95.1,201601,2016,1,2016-01-01,2016Q1
정밀기기부품,26000,출하지수201601,88.7,201601,2016,1,2016-01-01,2016Q1
방사선장치 및 전기식 진단기기부품,26010,출하지수201601,87.9,201601,2016,1,2016-01-01,2016Q1
기타 의료용기기 및 부품,26020,출하지수201601,92.3,201601,2016,1,2016-01-01,2016Q1
"측정, 시험, 항해, 기타 정밀기기 및 부품",26030,출하지수201601,86.8,201601,2016,1,2016-01-01,2016Q1
광학기기 및 사진장비,26040,출하지수201601,90.5,201601,2016,1,2016-01-01,2016Q1
시계부품,26050,출하지수201601,92.0,201601,2016,1,2016-01-01,2016Q1
